Label_JD,Job Title,Location,Company,Job Type,Job Description
JD 1903,Data Analyst,"Kuching, Malaysia",Snyder Ltd,Temporary,"As a Data Analyst, you will be responsible for leading teams. The ideal candidate should have excellent communication skills and be passionate about Marketing. Join our dynamic team at Snyder Ltd and contribute to shaping the future of the industry."
JD 1904,Customer Service Agent,"Bandar Seri Begawan, Brunei",Colon LLC,Remote,"As a Customer Service Agent, you will be responsible for designing creative solutions. The ideal candidate should have excellent communication skills and be passionate about Engineering. Join our dynamic team at Colon LLC and contribute to shaping the future of the industry."
JD 1905,Civil Engineer,"Kuala Lumpur, Malaysia","Boyd, Moreno and Anderson",Internship,"As a Civil Engineer, you will be responsible for leading teams. The ideal candidate should have strong technical knowledge and be passionate about Engineering. Join our dynamic team at Boyd, Moreno and Anderson and contribute to delivering exceptional results."
JD 1906,UX Designer,"Kuching, Malaysia",Robinson and Sons,Part-time,"As a UX Designer, you will be responsible for building client relationships. The ideal candidate should have proven experience and be passionate about IT. Join our dynamic team at Robinson and Sons and contribute to building a better tomorrow."
JD 1907,HR Manager,"Shah Alam, Malaysia","Bowen, Brady and Garcia",Part-time,"As a HR Manager, you will be responsible for designing creative solutions. The ideal candidate should have excellent communication skills and be passionate about Creative Design. Join our dynamic team at Bowen, Brady and Garcia and contribute to delivering exceptional results."
JD 1908,Software Developer,"Kuala Lumpur, Malaysia",Miller and Sons,Temporary,"We are looking for a dedicated Software Developer to join our Finance team at Miller and Sons. Your role will involve building client relationships. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1909,Software Developer,"Shah Alam, Malaysia",Johnson PLC,Part-time,"We are looking for a dedicated Software Developer to join our IT team at Johnson PLC. Your role will involve analyzing data. If you have experience in proven experience, apply today and make a difference!"
JD 1910,Financial Analyst,"Johor Bahru, Malaysia",Garcia Group,Temporary,"As a Financial Analyst, you will be responsible for managing projects. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Garcia Group and contribute to delivering exceptional results."
JD 1911,Data Analyst,Singapore,"Booth, Castro and Park",Full-time,"We are looking for a dedicated Data Analyst to join our Engineering team at Booth, Castro and Park. Your role will involve designing creative solutions. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1912,Software Developer,"Kuala Lumpur, Malaysia","Cross, Henderson and Price",Part-time,"We are looking for a dedicated Software Developer to join our Marketing team at Cross, Henderson and Price. Your role will involve building client relationships. If you have experience in proven experience, apply today and make a difference!"
JD 1913,Marketing Specialist,Singapore,"Myers, Perez and Arnold",Part-time,"We are looking for a dedicated Marketing Specialist to join our Finance team at Myers, Perez and Arnold. Your role will involve managing projects. If you have experience in excellent communication skills, apply today and make a difference!"
JD 1914,Data Analyst,"Kuala Lumpur, Malaysia","Thomas, Solomon and Dixon",Contract,"As a Data Analyst, you will be responsible for leading teams. The ideal candidate should have strong technical knowledge and be passionate about Engineering. Join our dynamic team at Thomas, Solomon and Dixon and contribute to building a better tomorrow."
JD 1915,Civil Engineer,Singapore,Smith Ltd,Full-time,"We are looking for a dedicated Civil Engineer to join our Finance team at Smith Ltd. Your role will involve developing software. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1916,UX Designer,"Pasir Ris, Singapore",Bush Ltd,Contract,"As a UX Designer, you will be responsible for leading teams. The ideal candidate should have a customer-oriented mindset and be passionate about IT. Join our dynamic team at Bush Ltd and contribute to delivering exceptional results."
JD 1917,Graphic Designer,"Bandar Seri Begawan, Brunei",Griffin and Sons,Internship,"We are looking for a dedicated Graphic Designer to join our IT team at Griffin and Sons. Your role will involve designing creative solutions. If you have experience in proven experience, apply today and make a difference!"
JD 1918,Sales Executive,"Shah Alam, Malaysia",Pierce LLC,Contract,"As a Sales Executive, you will be responsible for designing creative solutions. The ideal candidate should have a degree in a relevant field and be passionate about Creative Design. Join our dynamic team at Pierce LLC and contribute to building a better tomorrow."
JD 1919,Data Analyst,"Johor Bahru, Malaysia",Adams Ltd,Full-time,"We are looking for a dedicated Data Analyst to join our Creative Design team at Adams Ltd. Your role will involve designing creative solutions. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1920,Sales Executive,"Bandar Seri Begawan, Brunei",Anderson Ltd,Part-time,"As a Sales Executive, you will be responsible for managing projects. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Anderson Ltd and contribute to building a better tomorrow."
JD 1921,HR Manager,"Shah Alam, Malaysia",Velasquez-Adams,Full-time,"As a HR Manager, you will be responsible for analyzing data. The ideal candidate should have proven experience and be passionate about IT. Join our dynamic team at Velasquez-Adams and contribute to building a better tomorrow."
JD 1922,HR Manager,"Pasir Ris, Singapore",Williams-Wright,Part-time,"As a HR Manager, you will be responsible for developing software. The ideal candidate should have a customer-oriented mindset and be passionate about Marketing. Join our dynamic team at Williams-Wright and contribute to shaping the future of the industry."
JD 1923,Data Analyst,"Kuala Lumpur, Malaysia",Owens-Reynolds,Full-time,"As a Data Analyst, you will be responsible for developing software. The ideal candidate should have strong technical knowledge and be passionate about Engineering. Join our dynamic team at Owens-Reynolds and contribute to building a better tomorrow."
JD 1924,Data Analyst,"Seria, Brunei","Grant, Ryan and Taylor",Part-time,"As a Data Analyst, you will be responsible for analyzing data. The ideal candidate should have strong technical knowledge and be passionate about Marketing. Join our dynamic team at Grant, Ryan and Taylor and contribute to building a better tomorrow."
JD 1925,Cybersecurity Specialist,"Johor Bahru, Malaysia",Kane-White,Full-time,"As a Cybersecurity Specialist, you will be responsible for managing projects. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Kane-White and contribute to building a better tomorrow."
JD 1926,Financial Analyst,"Johor Bahru, Malaysia","Bell, Cunningham and Kelly",Remote,"We are looking for a dedicated Financial Analyst to join our Creative Design team at Bell, Cunningham and Kelly. Your role will involve analyzing data. If you have experience in proven experience, apply today and make a difference!"
JD 1927,HR Manager,"Seria, Brunei","Brown, Davis and Zamora",Contract,"As a HR Manager, you will be responsible for building client relationships. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Brown, Davis and Zamora and contribute to delivering exceptional results."
JD 1928,HR Manager,"Bandar Seri Begawan, Brunei","Nguyen, Proctor and Carpenter",Part-time,"We are looking for a dedicated HR Manager to join our Marketing team at Nguyen, Proctor and Carpenter. Your role will involve managing projects. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1929,Software Developer,Singapore,Hawkins and Sons,Remote,"As a Software Developer, you will be responsible for designing creative solutions. The ideal candidate should have strong technical knowledge and be passionate about Engineering. Join our dynamic team at Hawkins and Sons and contribute to building a better tomorrow."
JD 1930,Marketing Specialist,"Johor Bahru, Malaysia",Jones-Skinner,Full-time,"We are looking for a dedicated Marketing Specialist to join our Creative Design team at Jones-Skinner. Your role will involve developing software. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1931,Marketing Specialist,"Kuala Lumpur, Malaysia",Francis PLC,Contract,"As a Marketing Specialist, you will be responsible for building client relationships. The ideal candidate should have proven experience and be passionate about Engineering. Join our dynamic team at Francis PLC and contribute to delivering exceptional results."
JD 1932,Marketing Specialist,"Kuala Lumpur, Malaysia",Hopkins-House,Temporary,"We are looking for a dedicated Marketing Specialist to join our Marketing team at Hopkins-House. Your role will involve leading teams. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1933,Sales Executive,"Kuala Lumpur, Malaysia","Sanchez, Caldwell and Hall",Temporary,"We are looking for a dedicated Sales Executive to join our Marketing team at Sanchez, Caldwell and Hall. Your role will involve leading teams. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1934,Cybersecurity Specialist,Singapore,Walker-Williams,Full-time,"As a Cybersecurity Specialist, you will be responsible for building client relationships. The ideal candidate should have excellent communication skills and be passionate about Creative Design. Join our dynamic team at Walker-Williams and contribute to delivering exceptional results."
JD 1935,Project Manager,"Kuala Lumpur, Malaysia",James LLC,Temporary,"We are looking for a dedicated Project Manager to join our IT team at James LLC. Your role will involve analyzing data. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1936,Marketing Specialist,"George Town, Malaysia","Higgins, Underwood and Morton",Part-time,"As a Marketing Specialist, you will be responsible for managing projects. The ideal candidate should have proven experience and be passionate about Creative Design. Join our dynamic team at Higgins, Underwood and Morton and contribute to building a better tomorrow."
JD 1937,Data Analyst,"Pasir Ris, Singapore","Holmes, Phillips and Dawson",Temporary,"As a Data Analyst, you will be responsible for building client relationships. The ideal candidate should have proven experience and be passionate about Marketing. Join our dynamic team at Holmes, Phillips and Dawson and contribute to delivering exceptional results."
JD 1938,Sales Executive,"Johor Bahru, Malaysia",Garcia Ltd,Remote,"As a Sales Executive, you will be responsible for analyzing data. The ideal candidate should have a customer-oriented mindset and be passionate about IT. Join our dynamic team at Garcia Ltd and contribute to delivering exceptional results."
JD 1939,Graphic Designer,"George Town, Malaysia",Martin Inc,Internship,"As a Graphic Designer, you will be responsible for analyzing data. The ideal candidate should have a customer-oriented mindset and be passionate about IT. Join our dynamic team at Martin Inc and contribute to building a better tomorrow."
JD 1940,Civil Engineer,"Kuala Lumpur, Malaysia",Tapia-Gonzalez,Remote,"As a Civil Engineer, you will be responsible for analyzing data. The ideal candidate should have a degree in a relevant field and be passionate about Engineering. Join our dynamic team at Tapia-Gonzalez and contribute to shaping the future of the industry."
JD 1941,Civil Engineer,"George Town, Malaysia",Webster Ltd,Part-time,"As a Civil Engineer, you will be responsible for leading teams. The ideal candidate should have a degree in a relevant field and be passionate about Creative Design. Join our dynamic team at Webster Ltd and contribute to shaping the future of the industry."
JD 1942,HR Manager,"Johor Bahru, Malaysia",Serrano-Lyons,Part-time,"We are looking for a dedicated HR Manager to join our Finance team at Serrano-Lyons. Your role will involve leading teams. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1943,Financial Analyst,"Shah Alam, Malaysia",Meadows LLC,Contract,"As a Financial Analyst, you will be responsible for designing creative solutions. The ideal candidate should have a degree in a relevant field and be passionate about Creative Design. Join our dynamic team at Meadows LLC and contribute to delivering exceptional results."
JD 1944,Cybersecurity Specialist,"Kuching, Malaysia","Jones, Morris and Collins",Part-time,"We are looking for a dedicated Cybersecurity Specialist to join our Finance team at Jones, Morris and Collins. Your role will involve managing projects. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1945,Civil Engineer,"Kuala Lumpur, Malaysia",Martinez-Matthews,Remote,"As a Civil Engineer, you will be responsible for developing software. The ideal candidate should have a customer-oriented mindset and be passionate about Marketing. Join our dynamic team at Martinez-Matthews and contribute to delivering exceptional results."
JD 1946,Graphic Designer,Singapore,Wilson Inc,Remote,"As a Graphic Designer, you will be responsible for leading teams. The ideal candidate should have proven experience and be passionate about Engineering. Join our dynamic team at Wilson Inc and contribute to shaping the future of the industry."
JD 1947,Customer Service Agent,"Pasir Ris, Singapore","Dorsey, Simpson and Brooks",Internship,"As a Customer Service Agent, you will be responsible for analyzing data. The ideal candidate should have proven experience and be passionate about Marketing. Join our dynamic team at Dorsey, Simpson and Brooks and contribute to building a better tomorrow."
JD 1948,HR Manager,"Bandar Seri Begawan, Brunei",Davis-Jimenez,Full-time,"As a HR Manager, you will be responsible for analyzing data. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Davis-Jimenez and contribute to delivering exceptional results."
JD 1949,Financial Analyst,"Bandar Seri Begawan, Brunei","Perez, Huynh and Hernandez",Part-time,"We are looking for a dedicated Financial Analyst to join our Engineering team at Perez, Huynh and Hernandez. Your role will involve analyzing data. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1950,Project Manager,"Pasir Ris, Singapore",Boyle-Rose,Temporary,"We are looking for a dedicated Project Manager to join our Creative Design team at Boyle-Rose. Your role will involve developing software. If you have experience in excellent communication skills, apply today and make a difference!"
JD 1951,UX Designer,"Kuala Lumpur, Malaysia","Garcia, Harvey and Lane",Remote,"We are looking for a dedicated UX Designer to join our Engineering team at Garcia, Harvey and Lane. Your role will involve analyzing data. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1952,Graphic Designer,"Kuching, Malaysia","Phillips, Gates and Adams",Full-time,"We are looking for a dedicated Graphic Designer to join our Marketing team at Phillips, Gates and Adams. Your role will involve analyzing data. If you have experience in proven experience, apply today and make a difference!"
JD 1953,UX Designer,Singapore,Ray-Richardson,Temporary,"We are looking for a dedicated UX Designer to join our IT team at Ray-Richardson. Your role will involve leading teams. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1954,Sales Executive,"Bandar Seri Begawan, Brunei",Carter-Turner,Temporary,"We are looking for a dedicated Sales Executive to join our Engineering team at Carter-Turner. Your role will involve designing creative solutions. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1955,Project Manager,"Pasir Ris, Singapore",Scott-Byrd,Full-time,"We are looking for a dedicated Project Manager to join our IT team at Scott-Byrd. Your role will involve designing creative solutions. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1956,Graphic Designer,"Kuching, Malaysia","Thomas, Ramirez and Spencer",Full-time,"We are looking for a dedicated Graphic Designer to join our Creative Design team at Thomas, Ramirez and Spencer. Your role will involve analyzing data. If you have experience in excellent communication skills, apply today and make a difference!"
JD 1957,UX Designer,Singapore,Meyers-Blair,Remote,"We are looking for a dedicated UX Designer to join our Marketing team at Meyers-Blair. Your role will involve leading teams. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1958,Graphic Designer,"Shah Alam, Malaysia",Harrison LLC,Internship,"We are looking for a dedicated Graphic Designer to join our IT team at Harrison LLC. Your role will involve building client relationships. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1959,Marketing Specialist,"Shah Alam, Malaysia",Kennedy and Sons,Contract,"As a Marketing Specialist, you will be responsible for leading teams. The ideal candidate should have a customer-oriented mindset and be passionate about Finance. Join our dynamic team at Kennedy and Sons and contribute to delivering exceptional results."
JD 1960,Customer Service Agent,"Pasir Ris, Singapore","Alvarez, Kim and Green",Part-time,"We are looking for a dedicated Customer Service Agent to join our Creative Design team at Alvarez, Kim and Green. Your role will involve managing projects. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1961,Project Manager,"Shah Alam, Malaysia",Roberson Ltd,Part-time,"As a Project Manager, you will be responsible for leading teams. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Roberson Ltd and contribute to shaping the future of the industry."
JD 1962,Marketing Specialist,Singapore,Barnett Inc,Internship,"We are looking for a dedicated Marketing Specialist to join our Finance team at Barnett Inc. Your role will involve leading teams. If you have experience in excellent communication skills, apply today and make a difference!"
JD 1963,Marketing Specialist,"Johor Bahru, Malaysia",Gray LLC,Full-time,"As a Marketing Specialist, you will be responsible for developing software. The ideal candidate should have a customer-oriented mindset and be passionate about Marketing. Join our dynamic team at Gray LLC and contribute to building a better tomorrow."
JD 1964,Sales Executive,"Shah Alam, Malaysia",Archer LLC,Part-time,"As a Sales Executive, you will be responsible for developing software. The ideal candidate should have a customer-oriented mindset and be passionate about Marketing. Join our dynamic team at Archer LLC and contribute to delivering exceptional results."
JD 1965,HR Manager,"Seria, Brunei",Johnson Ltd,Temporary,"As a HR Manager, you will be responsible for designing creative solutions. The ideal candidate should have proven experience and be passionate about IT. Join our dynamic team at Johnson Ltd and contribute to shaping the future of the industry."
JD 1966,HR Manager,"Kuala Lumpur, Malaysia","Bennett, Tate and Franco",Temporary,"We are looking for a dedicated HR Manager to join our Marketing team at Bennett, Tate and Franco. Your role will involve designing creative solutions. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1967,Sales Executive,Singapore,"Kaiser, Mason and Lee",Contract,"We are looking for a dedicated Sales Executive to join our Engineering team at Kaiser, Mason and Lee. Your role will involve developing software. If you have experience in proven experience, apply today and make a difference!"
JD 1968,Marketing Specialist,Singapore,Mckinney Inc,Temporary,"As a Marketing Specialist, you will be responsible for building client relationships. The ideal candidate should have a degree in a relevant field and be passionate about Creative Design. Join our dynamic team at Mckinney Inc and contribute to shaping the future of the industry."
JD 1969,Sales Executive,"Johor Bahru, Malaysia",Mora Group,Part-time,"We are looking for a dedicated Sales Executive to join our Marketing team at Mora Group. Your role will involve analyzing data. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1970,UX Designer,"Seria, Brunei",Archer Ltd,Temporary,"As a UX Designer, you will be responsible for leading teams. The ideal candidate should have excellent communication skills and be passionate about Creative Design. Join our dynamic team at Archer Ltd and contribute to delivering exceptional results."
JD 1971,Cybersecurity Specialist,Singapore,Lopez and Sons,Full-time,"As a Cybersecurity Specialist, you will be responsible for managing projects. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Lopez and Sons and contribute to delivering exceptional results."
JD 1972,Customer Service Agent,"Shah Alam, Malaysia",West-Richards,Full-time,"We are looking for a dedicated Customer Service Agent to join our Finance team at West-Richards. Your role will involve analyzing data. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1973,UX Designer,"Bandar Seri Begawan, Brunei",Mcgee PLC,Temporary,"As a UX Designer, you will be responsible for managing projects. The ideal candidate should have excellent communication skills and be passionate about Creative Design. Join our dynamic team at Mcgee PLC and contribute to building a better tomorrow."
JD 1974,Financial Analyst,"Kuching, Malaysia",Savage and Sons,Remote,"We are looking for a dedicated Financial Analyst to join our IT team at Savage and Sons. Your role will involve analyzing data. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1975,Data Analyst,"Seria, Brunei","Jackson, Ramirez and Cunningham",Temporary,"We are looking for a dedicated Data Analyst to join our Finance team at Jackson, Ramirez and Cunningham. Your role will involve developing software. If you have experience in proven experience, apply today and make a difference!"
JD 1976,Civil Engineer,"Johor Bahru, Malaysia","Lamb, Taylor and Poole",Full-time,"We are looking for a dedicated Civil Engineer to join our Engineering team at Lamb, Taylor and Poole. Your role will involve leading teams. If you have experience in proven experience, apply today and make a difference!"
JD 1977,Software Developer,"Pasir Ris, Singapore",Rose-Lewis,Remote,"As a Software Developer, you will be responsible for managing projects. The ideal candidate should have proven experience and be passionate about IT. Join our dynamic team at Rose-Lewis and contribute to shaping the future of the industry."
JD 1978,Graphic Designer,"Seria, Brunei",Sparks-Hawkins,Contract,"We are looking for a dedicated Graphic Designer to join our IT team at Sparks-Hawkins. Your role will involve building client relationships. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1979,UX Designer,"Kuala Lumpur, Malaysia",Osborne Group,Internship,"We are looking for a dedicated UX Designer to join our Engineering team at Osborne Group. Your role will involve building client relationships. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1980,Civil Engineer,"George Town, Malaysia","Henderson, Rojas and Bridges",Remote,"We are looking for a dedicated Civil Engineer to join our IT team at Henderson, Rojas and Bridges. Your role will involve analyzing data. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1981,Cybersecurity Specialist,"Shah Alam, Malaysia",Mckee LLC,Part-time,"As a Cybersecurity Specialist, you will be responsible for developing software. The ideal candidate should have a degree in a relevant field and be passionate about IT. Join our dynamic team at Mckee LLC and contribute to delivering exceptional results."
JD 1982,Sales Executive,"Shah Alam, Malaysia","Martinez, Garrison and Taylor",Part-time,"We are looking for a dedicated Sales Executive to join our IT team at Martinez, Garrison and Taylor. Your role will involve leading teams. If you have experience in excellent communication skills, apply today and make a difference!"
JD 1983,Civil Engineer,"Kuala Lumpur, Malaysia",Mcgee Inc,Contract,"We are looking for a dedicated Civil Engineer to join our Creative Design team at Mcgee Inc. Your role will involve designing creative solutions. If you have experience in proven experience, apply today and make a difference!"
JD 1984,Graphic Designer,"Seria, Brunei",Wilson-Greer,Contract,"We are looking for a dedicated Graphic Designer to join our Marketing team at Wilson-Greer. Your role will involve managing projects. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1985,Customer Service Agent,"George Town, Malaysia","Trujillo, Abbott and Washington",Contract,"As a Customer Service Agent, you will be responsible for analyzing data. The ideal candidate should have excellent communication skills and be passionate about Marketing. Join our dynamic team at Trujillo, Abbott and Washington and contribute to shaping the future of the industry."
JD 1986,Financial Analyst,"Kuching, Malaysia",Reilly Group,Remote,"As a Financial Analyst, you will be responsible for managing projects. The ideal candidate should have a degree in a relevant field and be passionate about Creative Design. Join our dynamic team at Reilly Group and contribute to delivering exceptional results."
JD 1987,Data Analyst,"Johor Bahru, Malaysia",Smith Ltd,Full-time,"As a Data Analyst, you will be responsible for managing projects. The ideal candidate should have proven experience and be passionate about Creative Design. Join our dynamic team at Smith Ltd and contribute to delivering exceptional results."
JD 1988,Marketing Specialist,"Shah Alam, Malaysia","Davis, Stephens and Fields",Contract,"As a Marketing Specialist, you will be responsible for designing creative solutions. The ideal candidate should have strong technical knowledge and be passionate about Engineering. Join our dynamic team at Davis, Stephens and Fields and contribute to shaping the future of the industry."
JD 1989,Graphic Designer,Singapore,Wade-Ortega,Remote,"We are looking for a dedicated Graphic Designer to join our Engineering team at Wade-Ortega. Your role will involve leading teams. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1990,Project Manager,"Seria, Brunei",Burns Group,Internship,"As a Project Manager, you will be responsible for developing software. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Burns Group and contribute to building a better tomorrow."
JD 1991,Customer Service Agent,"Seria, Brunei",Williams and Sons,Contract,"We are looking for a dedicated Customer Service Agent to join our Engineering team at Williams and Sons. Your role will involve designing creative solutions. If you have experience in proven experience, apply today and make a difference!"
JD 1992,UX Designer,"Kuala Lumpur, Malaysia",Miller and Sons,Contract,"As a UX Designer, you will be responsible for managing projects. The ideal candidate should have excellent communication skills and be passionate about Creative Design. Join our dynamic team at Miller and Sons and contribute to building a better tomorrow."
JD 1993,Civil Engineer,"Bandar Seri Begawan, Brunei","Avila, Castro and Scott",Internship,"We are looking for a dedicated Civil Engineer to join our Engineering team at Avila, Castro and Scott. Your role will involve managing projects. If you have experience in excellent communication skills, apply today and make a difference!"
JD 1994,Project Manager,"Kuching, Malaysia",Stark Inc,Remote,"As a Project Manager, you will be responsible for building client relationships. The ideal candidate should have a degree in a relevant field and be passionate about IT. Join our dynamic team at Stark Inc and contribute to delivering exceptional results."
JD 1995,Cybersecurity Specialist,"Kuala Lumpur, Malaysia",Davidson-Wilson,Internship,"As a Cybersecurity Specialist, you will be responsible for building client relationships. The ideal candidate should have strong technical knowledge and be passionate about Finance. Join our dynamic team at Davidson-Wilson and contribute to delivering exceptional results."
JD 1996,UX Designer,"Kuching, Malaysia","Mclaughlin, Smith and Newman",Part-time,"As a UX Designer, you will be responsible for managing projects. The ideal candidate should have strong technical knowledge and be passionate about Marketing. Join our dynamic team at Mclaughlin, Smith and Newman and contribute to shaping the future of the industry."
JD 1997,Data Analyst,"Kuala Lumpur, Malaysia","Bailey, Garcia and Mitchell",Full-time,"We are looking for a dedicated Data Analyst to join our IT team at Bailey, Garcia and Mitchell. Your role will involve designing creative solutions. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1998,Financial Analyst,Singapore,Martinez-Brooks,Part-time,"As a Financial Analyst, you will be responsible for designing creative solutions. The ideal candidate should have strong technical knowledge and be passionate about Creative Design. Join our dynamic team at Martinez-Brooks and contribute to delivering exceptional results."
JD 1999,Cybersecurity Specialist,"Bandar Seri Begawan, Brunei","Lutz, Joseph and Young",Contract,"As a Cybersecurity Specialist, you will be responsible for analyzing data. The ideal candidate should have a degree in a relevant field and be passionate about Creative Design. Join our dynamic team at Lutz, Joseph and Young and contribute to shaping the future of the industry."
JD 2000,HR Manager,"Shah Alam, Malaysia",Patel Ltd,Remote,"As a HR Manager, you will be responsible for designing creative solutions. The ideal candidate should have strong technical knowledge and be passionate about Finance. Join our dynamic team at Patel Ltd and contribute to delivering exceptional results."
JD 2001,Graphic Designer,"Pasir Ris, Singapore",Pierce Group,Contract,"As a Graphic Designer, you will be responsible for analyzing data. The ideal candidate should have a degree in a relevant field and be passionate about Creative Design. Join our dynamic team at Pierce Group and contribute to building a better tomorrow."
JD 2002,Graphic Designer,"George Town, Malaysia",Anderson PLC,Contract,"We are looking for a dedicated Graphic Designer to join our Finance team at Anderson PLC. Your role will involve managing projects. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 2003,Sales Executive,"Bandar Seri Begawan, Brunei",Sanders-Greene,Remote,"We are looking for a dedicated Sales Executive to join our IT team at Sanders-Greene. Your role will involve developing software. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 2004,Civil Engineer,"Pasir Ris, Singapore",Lewis Inc,Contract,"As a Civil Engineer, you will be responsible for building client relationships. The ideal candidate should have a degree in a relevant field and be passionate about Creative Design. Join our dynamic team at Lewis Inc and contribute to building a better tomorrow."
JD 2005,UX Designer,"Pasir Ris, Singapore",Cohen Ltd,Remote,"We are looking for a dedicated UX Designer to join our IT team at Cohen Ltd. Your role will involve developing software. If you have experience in excellent communication skills, apply today and make a difference!"
JD 2006,Software Developer,"Kuching, Malaysia",Chapman-Clark,Contract,"We are looking for a dedicated Software Developer to join our Finance team at Chapman-Clark. Your role will involve analyzing data. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 2007,Data Analyst,"Shah Alam, Malaysia",Hill-Sanchez,Contract,"As a Data Analyst, you will be responsible for building client relationships. The ideal candidate should have a degree in a relevant field and be passionate about Finance. Join our dynamic team at Hill-Sanchez and contribute to building a better tomorrow."
JD 2008,Project Manager,Singapore,Phelps-Thompson,Remote,"We are looking for a dedicated Project Manager to join our Engineering team at Phelps-Thompson. Your role will involve analyzing data. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 2009,Graphic Designer,Singapore,Torres Inc,Remote,"As a Graphic Designer, you will be responsible for leading teams. The ideal candidate should have strong technical knowledge and be passionate about Marketing. Join our dynamic team at Torres Inc and contribute to building a better tomorrow."
JD 2010,Cybersecurity Specialist,"George Town, Malaysia",Cisneros and Sons,Internship,"As a Cybersecurity Specialist, you will be responsible for developing software. The ideal candidate should have a customer-oriented mindset and be passionate about Marketing. Join our dynamic team at Cisneros and Sons and contribute to delivering exceptional results."
JD 2011,Graphic Designer,"Kuching, Malaysia",Tran LLC,Contract,"We are looking for a dedicated Graphic Designer to join our Marketing team at Tran LLC. Your role will involve building client relationships. If you have experience in proven experience, apply today and make a difference!"
JD 2012,Graphic Designer,"Seria, Brunei","Hernandez, Robinson and Fernandez",Full-time,"As a Graphic Designer, you will be responsible for leading teams. The ideal candidate should have strong technical knowledge and be passionate about Creative Design. Join our dynamic team at Hernandez, Robinson and Fernandez and contribute to delivering exceptional results."
JD 2013,Project Manager,"Shah Alam, Malaysia",Cortez Group,Remote,"We are looking for a dedicated Project Manager to join our Finance team at Cortez Group. Your role will involve designing creative solutions. If you have experience in proven experience, apply today and make a difference!"
JD 2014,UX Designer,Singapore,Potter LLC,Internship,"We are looking for a dedicated UX Designer to join our Engineering team at Potter LLC. Your role will involve developing software. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 2015,Sales Executive,"Kuala Lumpur, Malaysia",Holmes-Holden,Internship,"As a Sales Executive, you will be responsible for designing creative solutions. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Holmes-Holden and contribute to shaping the future of the industry."
JD 2016,Project Manager,Singapore,Charles Inc,Temporary,"As a Project Manager, you will be responsible for analyzing data. The ideal candidate should have proven experience and be passionate about Creative Design. Join our dynamic team at Charles Inc and contribute to delivering exceptional results."
JD 2017,HR Manager,"Kuching, Malaysia",Mitchell-Pham,Temporary,"As a HR Manager, you will be responsible for developing software. The ideal candidate should have a customer-oriented mindset and be passionate about Engineering. Join our dynamic team at Mitchell-Pham and contribute to building a better tomorrow."
JD 2018,HR Manager,Singapore,Clayton-Ewing,Remote,"We are looking for a dedicated HR Manager to join our Creative Design team at Clayton-Ewing. Your role will involve designing creative solutions. If you have experience in a customer-oriented mindset, apply today and make a difference!"
